,Married,Age group,Education,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue
775,0.0,1.0,3.0,1127.0,80.0,0.0,0.0,0.0,998.0,56.0,1.0,26.0
776,0.0,1.0,3.0,2085.0,308.0,0.0,0.0,1.0,1690.0,140.0,1.0,4.0
777,0.0,1.0,3.0,512.0,595.0,4.0,6.0,0.0,117.0,115.0,1.0,2.0
778,0.0,1.0,3.0,6287.0,783.0,0.0,0.0,1.0,5668.0,318.0,0.0,0.0
779,0.0,1.0,3.0,2710.0,1807.0,1.0,3.0,0.0,1516.0,345.0,0.0,0.0
780,0.0,1.0,3.0,1822.0,572.0,0.0,1.0,3.0,1626.0,158.0,0.0,0.0
781,0.0,1.0,3.0,1557.0,864.0,1.0,1.0,4.0,1049.0,396.0,1.0,4.0
782,0.0,1.0,3.0,8454.0,882.0,0.0,0.0,3.0,8117.0,270.0,1.0,4.0
783,0.0,1.0,3.0,11677.0,1259.0,0.0,0.0,0.0,11350.0,449.0,0.0,0.0
784,0.0,1.0,3.0,5934.0,388.0,0.0,0.0,6.0,5747.0,243.0,0.0,0.0
785,0.0,1.0,3.0,1282.0,143.0,0.0,2.0,0.0,1200.0,76.0,1.0,4.0
786,0.0,1.0,3.0,3909.0,422.0,0.0,0.0,0.0,3606.0,225.0,1.0,3.0
787,0.0,1.0,3.0,1978.0,211.0,0.0,0.0,3.0,1892.0,100.0,0.0,0.0
788,0.0,1.0,3.0,1450.0,397.0,0.0,1.0,5.0,1214.0,211.0,0.0,0.0
789,0.0,1.0,3.0,1700.0,909.0,0.0,3.0,0.0,1193.0,87.0,2.0,6.0
790,0.0,1.0,3.0,4470.0,435.0,0.0,0.0,6.0,4211.0,176.0,1.0,3.0
791,0.0,1.0,3.0,11503.0,1762.0,0.0,0.0,3.0,11186.0,614.0,0.0,0.0
792,0.0,1.0,3.0,1591.0,255.0,0.0,0.0,5.0,1375.0,141.0,1.0,11.0
793,0.0,1.0,3.0,1471.0,606.0,0.0,5.0,0.0,1035.0,165.0,1.0,3.0
794,0.0,1.0,3.0,25565.0,39322.0,3.0,2.0,1.0,1975.0,10467.0,0.0,0.0
795,0.0,1.0,3.0,1406.0,137.0,0.0,0.0,6.0,1262.0,74.0,1.0,7.0
796,0.0,1.0,3.0,5736.0,515.0,0.0,0.0,6.0,5364.0,204.0,1.0,11.0
797,0.0,1.0,3.0,2084.0,188.0,0.0,0.0,2.0,2003.0,124.0,0.0,0.0
798,0.0,1.0,3.0,378.0,71.0,0.0,6.0,0.0,308.0,41.0,1.0,5.0
799,0.0,1.0,3.0,2003.0,640.0,0.0,2.0,3.0,1596.0,185.0,0.0,0.0
800,0.0,2.0,0.0,3548.0,288.0,0.0,0.0,0.0,3353.0,186.0,0.0,0.0
801,0.0,2.0,0.0,462.0,534.0,3.0,6.0,0.0,180.0,189.0,0.0,0.0
802,0.0,2.0,0.0,1193.0,121.0,0.0,0.0,6.0,1109.0,61.0,1.0,3.0
803,0.0,2.0,0.0,525.0,94.0,0.0,6.0,0.0,456.0,60.0,0.0,0.0
804,0.0,2.0,0.0,6186.0,681.0,0.0,0.0,2.0,5911.0,392.0,0.0,0.0
805,0.0,2.0,0.0,355.0,365.0,2.0,6.0,0.0,112.0,89.0,1.0,2.0
806,0.0,2.0,0.0,2685.0,2160.0,2.0,3.0,0.0,1127.0,520.0,0.0,0.0
807,0.0,2.0,0.0,1331.0,146.0,0.0,0.0,0.0,1168.0,89.0,1.0,7.0
808,0.0,2.0,0.0,2134.0,246.0,0.0,0.0,3.0,2007.0,99.0,1.0,3.0
809,0.0,2.0,0.0,2246.0,191.0,0.0,0.0,4.0,2145.0,123.0,0.0,0.0
810,0.0,2.0,0.0,2716.0,2201.0,1.0,1.0,0.0,1532.0,1007.0,0.0,0.0
811,0.0,2.0,0.0,177.0,36.0,0.0,6.0,0.0,145.0,19.0,1.0,1.0
812,0.0,2.0,0.0,1671.0,149.0,0.0,0.0,6.0,1574.0,89.0,0.0,0.0
813,0.0,2.0,0.0,2020.0,231.0,0.0,3.0,0.0,1911.0,149.0,0.0,0.0
814,0.0,2.0,0.0,385.0,341.0,1.0,6.0,0.0,239.0,110.0,0.0,0.0
815,0.0,2.0,0.0,1531.0,137.0,0.0,0.0,6.0,1415.0,62.0,1.0,13.0
816,0.0,2.0,0.0,1816.0,1722.0,2.0,4.0,0.0,318.0,756.0,2.0,5.0
817,0.0,2.0,0.0,2152.0,203.0,0.0,4.0,2.0,2049.0,143.0,0.0,0.0
818,0.0,2.0,0.0,417.0,435.0,2.0,6.0,0.0,208.0,160.0,0.0,0.0
819,0.0,2.0,0.0,188.0,171.0,1.0,6.0,0.0,80.0,47.0,1.0,2.0
820,0.0,2.0,0.0,351.0,79.0,0.0,6.0,0.0,292.0,23.0,1.0,12.0
821,0.0,2.0,0.0,1692.0,1554.0,1.0,2.0,0.0,612.0,299.0,1.0,3.0
822,0.0,2.0,0.0,497.0,677.0,4.0,6.0,0.0,148.0,205.0,0.0,0.0
823,0.0,2.0,0.0,9402.0,1517.0,0.0,3.0,3.0,9196.0,368.0,0.0,0.0
824,0.0,2.0,0.0,2232.0,271.0,0.0,0.0,6.0,2025.0,109.0,2.0,6.0
825,0.0,2.0,0.0,1899.0,224.0,0.0,0.0,2.0,1710.0,84.0,2.0,6.0
826,0.0,2.0,0.0,1915.0,269.0,0.0,3.0,3.0,1725.0,116.0,1.0,4.0
827,0.0,2.0,0.0,5777.0,751.0,0.0,0.0,3.0,5534.0,352.0,0.0,0.0
828,0.0,2.0,0.0,1317.0,129.0,0.0,0.0,0.0,1193.0,82.0,0.0,0.0
829,0.0,2.0,0.0,475.0,503.0,3.0,6.0,0.0,85.0,130.0,1.0,2.0
830,0.0,2.0,0.0,1911.0,1350.0,1.0,5.0,0.0,1000.0,330.0,0.0,0.0
831,0.0,2.0,0.0,60.0,1.0,0.0,6.0,0.0,60.0,1.0,1.0,27.0
832,0.0,2.0,0.0,9019.0,986.0,0.0,0.0,0.0,8175.0,476.0,1.0,4.0
833,0.0,2.0,0.0,14722.0,2600.0,0.0,0.0,6.0,13817.0,848.0,1.0,5.0
834,0.0,2.0,0.0,1101.0,138.0,0.0,0.0,0.0,961.0,70.0,1.0,3.0
835,0.0,2.0,0.0,9113.0,3438.0,1.0,2.0,0.0,8520.0,524.0,0.0,0.0
836,0.0,2.0,0.0,13694.0,1744.0,0.0,0.0,6.0,12990.0,630.0,0.0,0.0
837,0.0,2.0,0.0,1412.0,174.0,0.0,0.0,0.0,1233.0,67.0,2.0,6.0
838,0.0,2.0,0.0,2035.0,240.0,0.0,0.0,3.0,1862.0,80.0,1.0,11.0
839,0.0,2.0,0.0,1508.0,152.0,0.0,0.0,0.0,1350.0,67.0,1.0,12.0
840,0.0,2.0,0.0,7569.0,902.0,0.0,0.0,4.0,7349.0,400.0,0.0,0.0
841,0.0,2.0,0.0,416.0,144.0,1.0,6.0,0.0,315.0,52.0,2.0,5.0
842,0.0,2.0,0.0,2284.0,1827.0,2.0,4.0,0.0,1024.0,462.0,0.0,0.0
843,0.0,2.0,0.0,1929.0,221.0,0.0,0.0,1.0,1750.0,100.0,0.0,0.0
844,0.0,2.0,0.0,2082.0,332.0,0.0,1.0,0.0,1877.0,147.0,0.0,0.0
845,0.0,2.0,0.0,1743.0,264.0,0.0,0.0,3.0,1568.0,72.0,2.0,6.0
846,0.0,2.0,0.0,2048.0,239.0,0.0,0.0,4.0,1931.0,107.0,1.0,3.0
847,0.0,2.0,0.0,8875.0,1275.0,1.0,4.0,1.0,8767.0,358.0,0.0,0.0
848,0.0,2.0,0.0,1592.0,298.0,0.0,0.0,5.0,1396.0,131.0,0.0,0.0
849,0.0,2.0,0.0,2128.0,252.0,0.0,0.0,4.0,1960.0,92.0,1.0,9.0
850,0.0,2.0,0.0,2117.0,260.0,0.0,2.0,0.0,1946.0,144.0,0.0,0.0
851,0.0,2.0,0.0,1888.0,1480.0,2.0,4.0,0.0,545.0,362.0,1.0,2.0
852,0.0,2.0,0.0,2721.0,2531.0,3.0,4.0,0.0,963.0,577.0,0.0,0.0
853,0.0,2.0,0.0,228.0,301.0,2.0,6.0,0.0,58.0,67.0,2.0,4.0
854,0.0,2.0,0.0,1570.0,505.0,0.0,3.0,0.0,1178.0,127.0,1.0,4.0
855,0.0,2.0,0.0,135.0,209.0,5.0,6.0,0.0,23.0,23.0,1.0,1.0
856,0.0,2.0,0.0,1923.0,132.0,0.0,3.0,2.0,1838.0,102.0,0.0,0.0
857,0.0,2.0,0.0,1570.0,141.0,0.0,5.0,0.0,1474.0,79.0,0.0,0.0
858,0.0,2.0,0.0,2078.0,1479.0,2.0,2.0,3.0,967.0,495.0,1.0,3.0
859,0.0,2.0,0.0,1823.0,217.0,0.0,4.0,0.0,1690.0,137.0,0.0,0.0
860,0.0,2.0,0.0,6512.0,548.0,0.0,0.0,0.0,6277.0,319.0,0.0,0.0
861,0.0,2.0,0.0,1307.0,227.0,0.0,0.0,5.0,1182.0,98.0,1.0,3.0
862,0.0,2.0,0.0,2142.0,1597.0,1.0,4.0,0.0,1271.0,257.0,0.0,0.0
863,0.0,2.0,0.0,2523.0,1960.0,1.0,2.0,0.0,1127.0,243.0,0.0,0.0
864,0.0,2.0,0.0,2846.0,1951.0,1.0,1.0,2.0,2254.0,565.0,0.0,0.0
865,0.0,2.0,0.0,2312.0,1991.0,3.0,5.0,0.0,774.0,492.0,0.0,0.0
866,0.0,2.0,0.0,2472.0,1441.0,2.0,3.0,2.0,1727.0,242.0,0.0,0.0
867,0.0,2.0,0.0,2549.0,378.0,0.0,0.0,2.0,2345.0,173.0,1.0,3.0
868,0.0,2.0,0.0,2972.0,2444.0,1.0,1.0,4.0,1868.0,1075.0,0.0,0.0
869,0.0,2.0,0.0,764.0,1027.0,5.0,6.0,0.0,176.0,179.0,0.0,0.0
870,0.0,2.0,0.0,3755.0,204.0,0.0,0.0,6.0,3606.0,71.0,1.0,29.0
871,0.0,2.0,0.0,2114.0,1785.0,2.0,5.0,0.0,807.0,452.0,0.0,0.0
872,0.0,2.0,0.0,8287.0,592.0,0.0,0.0,6.0,7941.0,271.0,1.0,3.0
873,0.0,2.0,0.0,1430.0,689.0,0.0,1.0,0.0,950.0,386.0,1.0,3.0
874,0.0,2.0,0.0,2510.0,2591.0,3.0,1.0,0.0,899.0,1510.0,0.0,0.0
875,0.0,2.0,0.0,1127.0,80.0,0.0,0.0,0.0,998.0,56.0,1.0,26.0
876,0.0,2.0,0.0,2085.0,308.0,0.0,0.0,1.0,1690.0,140.0,1.0,4.0
877,0.0,2.0,0.0,512.0,595.0,4.0,6.0,0.0,117.0,115.0,1.0,2.0
878,0.0,2.0,0.0,6287.0,783.0,0.0,0.0,1.0,5668.0,318.0,0.0,0.0
879,0.0,2.0,0.0,2710.0,1807.0,1.0,3.0,0.0,1516.0,345.0,0.0,0.0
880,0.0,2.0,0.0,1822.0,572.0,0.0,1.0,3.0,1626.0,158.0,0.0,0.0
881,0.0,2.0,0.0,1557.0,864.0,1.0,1.0,4.0,1049.0,396.0,1.0,4.0
882,0.0,2.0,0.0,8454.0,882.0,0.0,0.0,3.0,8117.0,270.0,1.0,4.0
883,0.0,2.0,0.0,11677.0,1259.0,0.0,0.0,0.0,11350.0,449.0,0.0,0.0
884,0.0,2.0,0.0,5934.0,388.0,0.0,0.0,6.0,5747.0,243.0,0.0,0.0
885,0.0,2.0,0.0,1282.0,143.0,0.0,2.0,0.0,1200.0,76.0,1.0,4.0
886,0.0,2.0,0.0,3909.0,422.0,0.0,0.0,0.0,3606.0,225.0,1.0,3.0
887,0.0,2.0,0.0,1978.0,211.0,0.0,0.0,3.0,1892.0,100.0,0.0,0.0
888,0.0,2.0,0.0,1450.0,397.0,0.0,1.0,5.0,1214.0,211.0,0.0,0.0
889,0.0,2.0,0.0,1700.0,909.0,0.0,3.0,0.0,1193.0,87.0,2.0,6.0
890,0.0,2.0,0.0,4470.0,435.0,0.0,0.0,6.0,4211.0,176.0,1.0,3.0
891,0.0,2.0,0.0,11503.0,1762.0,0.0,0.0,3.0,11186.0,614.0,0.0,0.0
892,0.0,2.0,0.0,1591.0,255.0,0.0,0.0,5.0,1375.0,141.0,1.0,11.0
893,0.0,2.0,0.0,1471.0,606.0,0.0,5.0,0.0,1035.0,165.0,1.0,3.0
894,0.0,2.0,0.0,25565.0,39322.0,3.0,2.0,1.0,1975.0,10467.0,0.0,0.0
895,0.0,2.0,0.0,1406.0,137.0,0.0,0.0,6.0,1262.0,74.0,1.0,7.0
896,0.0,2.0,0.0,5736.0,515.0,0.0,0.0,6.0,5364.0,204.0,1.0,11.0
897,0.0,2.0,0.0,2084.0,188.0,0.0,0.0,2.0,2003.0,124.0,0.0,0.0
898,0.0,2.0,0.0,378.0,71.0,0.0,6.0,0.0,308.0,41.0,1.0,5.0
899,0.0,2.0,0.0,2003.0,640.0,0.0,2.0,3.0,1596.0,185.0,0.0,0.0
900,0.0,2.0,1.0,3548.0,288.0,0.0,0.0,0.0,3353.0,186.0,0.0,0.0
901,0.0,2.0,1.0,462.0,534.0,3.0,6.0,0.0,180.0,189.0,0.0,0.0
902,0.0,2.0,1.0,1193.0,121.0,0.0,0.0,6.0,1109.0,61.0,1.0,3.0
903,0.0,2.0,1.0,525.0,94.0,0.0,6.0,0.0,456.0,60.0,0.0,0.0
904,0.0,2.0,1.0,6186.0,681.0,0.0,0.0,2.0,5911.0,392.0,0.0,0.0
905,0.0,2.0,1.0,355.0,365.0,2.0,6.0,0.0,112.0,89.0,1.0,2.0
906,0.0,2.0,1.0,2685.0,2160.0,2.0,3.0,0.0,1127.0,520.0,0.0,0.0
907,0.0,2.0,1.0,1331.0,146.0,0.0,0.0,0.0,1168.0,89.0,1.0,7.0
908,0.0,2.0,1.0,2134.0,246.0,0.0,0.0,3.0,2007.0,99.0,1.0,3.0
909,0.0,2.0,1.0,2246.0,191.0,0.0,0.0,4.0,2145.0,123.0,0.0,0.0
910,0.0,2.0,1.0,2716.0,2201.0,1.0,1.0,0.0,1532.0,1007.0,0.0,0.0
911,0.0,2.0,1.0,177.0,36.0,0.0,6.0,0.0,145.0,19.0,1.0,1.0
912,0.0,2.0,1.0,1671.0,149.0,0.0,0.0,6.0,1574.0,89.0,0.0,0.0
913,0.0,2.0,1.0,2020.0,231.0,0.0,3.0,0.0,1911.0,149.0,0.0,0.0
914,0.0,2.0,1.0,385.0,341.0,1.0,6.0,0.0,239.0,110.0,0.0,0.0
915,0.0,2.0,1.0,1531.0,137.0,0.0,0.0,6.0,1415.0,62.0,1.0,13.0
916,0.0,2.0,1.0,1816.0,1722.0,2.0,4.0,0.0,318.0,756.0,2.0,5.0
917,0.0,2.0,1.0,2152.0,203.0,0.0,4.0,2.0,2049.0,143.0,0.0,0.0
918,0.0,2.0,1.0,417.0,435.0,2.0,6.0,0.0,208.0,160.0,0.0,0.0
919,0.0,2.0,1.0,188.0,171.0,1.0,6.0,0.0,80.0,47.0,1.0,2.0
920,0.0,2.0,1.0,351.0,79.0,0.0,6.0,0.0,292.0,23.0,1.0,12.0
921,0.0,2.0,1.0,1692.0,1554.0,1.0,2.0,0.0,612.0,299.0,1.0,3.0
922,0.0,2.0,1.0,497.0,677.0,4.0,6.0,0.0,148.0,205.0,0.0,0.0
923,0.0,2.0,1.0,9402.0,1517.0,0.0,3.0,3.0,9196.0,368.0,0.0,0.0
924,0.0,2.0,1.0,2232.0,271.0,0.0,0.0,6.0,2025.0,109.0,2.0,6.0
925,0.0,2.0,1.0,1899.0,224.0,0.0,0.0,2.0,1710.0,84.0,2.0,6.0
926,0.0,2.0,1.0,1915.0,269.0,0.0,3.0,3.0,1725.0,116.0,1.0,4.0
927,0.0,2.0,1.0,5777.0,751.0,0.0,0.0,3.0,5534.0,352.0,0.0,0.0
928,0.0,2.0,1.0,1317.0,129.0,0.0,0.0,0.0,1193.0,82.0,0.0,0.0
929,0.0,2.0,1.0,475.0,503.0,3.0,6.0,0.0,85.0,130.0,1.0,2.0
930,0.0,2.0,1.0,1911.0,1350.0,1.0,5.0,0.0,1000.0,330.0,0.0,0.0
931,0.0,2.0,1.0,60.0,1.0,0.0,6.0,0.0,60.0,1.0,1.0,27.0
932,0.0,2.0,1.0,9019.0,986.0,0.0,0.0,0.0,8175.0,476.0,1.0,4.0
933,0.0,2.0,1.0,14722.0,2600.0,0.0,0.0,6.0,13817.0,848.0,1.0,5.0
934,0.0,2.0,1.0,1101.0,138.0,0.0,0.0,0.0,961.0,70.0,1.0,3.0
935,0.0,2.0,1.0,9113.0,3438.0,1.0,2.0,0.0,8520.0,524.0,0.0,0.0
936,0.0,2.0,1.0,13694.0,1744.0,0.0,0.0,6.0,12990.0,630.0,0.0,0.0
937,0.0,2.0,1.0,1412.0,174.0,0.0,0.0,0.0,1233.0,67.0,2.0,6.0
938,0.0,2.0,1.0,2035.0,240.0,0.0,0.0,3.0,1862.0,80.0,1.0,11.0
939,0.0,2.0,1.0,1508.0,152.0,0.0,0.0,0.0,1350.0,67.0,1.0,12.0
940,0.0,2.0,1.0,7569.0,902.0,0.0,0.0,4.0,7349.0,400.0,0.0,0.0
941,0.0,2.0,1.0,416.0,144.0,1.0,6.0,0.0,315.0,52.0,2.0,5.0
942,0.0,2.0,1.0,2284.0,1827.0,2.0,4.0,0.0,1024.0,462.0,0.0,0.0
943,0.0,2.0,1.0,1929.0,221.0,0.0,0.0,1.0,1750.0,100.0,0.0,0.0
944,0.0,2.0,1.0,2082.0,332.0,0.0,1.0,0.0,1877.0,147.0,0.0,0.0
945,0.0,2.0,1.0,1743.0,264.0,0.0,0.0,3.0,1568.0,72.0,2.0,6.0
946,0.0,2.0,1.0,2048.0,239.0,0.0,0.0,4.0,1931.0,107.0,1.0,3.0
947,0.0,2.0,1.0,8875.0,1275.0,1.0,4.0,1.0,8767.0,358.0,0.0,0.0
948,0.0,2.0,1.0,1592.0,298.0,0.0,0.0,5.0,1396.0,131.0,0.0,0.0
949,0.0,2.0,1.0,2128.0,252.0,0.0,0.0,4.0,1960.0,92.0,1.0,9.0
950,0.0,2.0,1.0,2117.0,260.0,0.0,2.0,0.0,1946.0,144.0,0.0,0.0
951,0.0,2.0,1.0,1888.0,1480.0,2.0,4.0,0.0,545.0,362.0,1.0,2.0
952,0.0,2.0,1.0,2721.0,2531.0,3.0,4.0,0.0,963.0,577.0,0.0,0.0
953,0.0,2.0,1.0,228.0,301.0,2.0,6.0,0.0,58.0,67.0,2.0,4.0
954,0.0,2.0,1.0,1570.0,505.0,0.0,3.0,0.0,1178.0,127.0,1.0,4.0
955,0.0,2.0,1.0,135.0,209.0,5.0,6.0,0.0,23.0,23.0,1.0,1.0
956,0.0,2.0,1.0,1923.0,132.0,0.0,3.0,2.0,1838.0,102.0,0.0,0.0
957,0.0,2.0,1.0,1570.0,141.0,0.0,5.0,0.0,1474.0,79.0,0.0,0.0
958,0.0,2.0,1.0,2078.0,1479.0,2.0,2.0,3.0,967.0,495.0,1.0,3.0
959,0.0,2.0,1.0,1823.0,217.0,0.0,4.0,0.0,1690.0,137.0,0.0,0.0
960,0.0,2.0,1.0,6512.0,548.0,0.0,0.0,0.0,6277.0,319.0,0.0,0.0
961,0.0,2.0,1.0,1307.0,227.0,0.0,0.0,5.0,1182.0,98.0,1.0,3.0
962,0.0,2.0,1.0,2142.0,1597.0,1.0,4.0,0.0,1271.0,257.0,0.0,0.0
963,0.0,2.0,1.0,2523.0,1960.0,1.0,2.0,0.0,1127.0,243.0,0.0,0.0
964,0.0,2.0,1.0,2846.0,1951.0,1.0,1.0,2.0,2254.0,565.0,0.0,0.0
965,0.0,2.0,1.0,2312.0,1991.0,3.0,5.0,0.0,774.0,492.0,0.0,0.0
966,0.0,2.0,1.0,2472.0,1441.0,2.0,3.0,2.0,1727.0,242.0,0.0,0.0
967,0.0,2.0,1.0,2549.0,378.0,0.0,0.0,2.0,2345.0,173.0,1.0,3.0
968,0.0,2.0,1.0,2972.0,2444.0,1.0,1.0,4.0,1868.0,1075.0,0.0,0.0
969,0.0,2.0,1.0,764.0,1027.0,5.0,6.0,0.0,176.0,179.0,0.0,0.0
970,0.0,2.0,1.0,3755.0,204.0,0.0,0.0,6.0,3606.0,71.0,1.0,29.0
971,0.0,2.0,1.0,2114.0,1785.0,2.0,5.0,0.0,807.0,452.0,0.0,0.0
972,0.0,2.0,1.0,8287.0,592.0,0.0,0.0,6.0,7941.0,271.0,1.0,3.0
973,0.0,2.0,1.0,1430.0,689.0,0.0,1.0,0.0,950.0,386.0,1.0,3.0
974,0.0,2.0,1.0,2510.0,2591.0,3.0,1.0,0.0,899.0,1510.0,0.0,0.0
975,0.0,2.0,1.0,1127.0,80.0,0.0,0.0,0.0,998.0,56.0,1.0,26.0
976,0.0,2.0,1.0,2085.0,308.0,0.0,0.0,1.0,1690.0,140.0,1.0,4.0
977,0.0,2.0,1.0,512.0,595.0,4.0,6.0,0.0,117.0,115.0,1.0,2.0
978,0.0,2.0,1.0,6287.0,783.0,0.0,0.0,1.0,5668.0,318.0,0.0,0.0
979,0.0,2.0,1.0,2710.0,1807.0,1.0,3.0,0.0,1516.0,345.0,0.0,0.0
980,0.0,2.0,1.0,1822.0,572.0,0.0,1.0,3.0,1626.0,158.0,0.0,0.0
981,0.0,2.0,1.0,1557.0,864.0,1.0,1.0,4.0,1049.0,396.0,1.0,4.0
982,0.0,2.0,1.0,8454.0,882.0,0.0,0.0,3.0,8117.0,270.0,1.0,4.0
983,0.0,2.0,1.0,11677.0,1259.0,0.0,0.0,0.0,11350.0,449.0,0.0,0.0
984,0.0,2.0,1.0,5934.0,388.0,0.0,0.0,6.0,5747.0,243.0,0.0,0.0
985,0.0,2.0,1.0,1282.0,143.0,0.0,2.0,0.0,1200.0,76.0,1.0,4.0
986,0.0,2.0,1.0,3909.0,422.0,0.0,0.0,0.0,3606.0,225.0,1.0,3.0
987,0.0,2.0,1.0,1978.0,211.0,0.0,0.0,3.0,1892.0,100.0,0.0,0.0
988,0.0,2.0,1.0,1450.0,397.0,0.0,1.0,5.0,1214.0,211.0,0.0,0.0
989,0.0,2.0,1.0,1700.0,909.0,0.0,3.0,0.0,1193.0,87.0,2.0,6.0
990,0.0,2.0,1.0,4470.0,435.0,0.0,0.0,6.0,4211.0,176.0,1.0,3.0
991,0.0,2.0,1.0,11503.0,1762.0,0.0,0.0,3.0,11186.0,614.0,0.0,0.0
992,0.0,2.0,1.0,1591.0,255.0,0.0,0.0,5.0,1375.0,141.0,1.0,11.0
993,0.0,2.0,1.0,1471.0,606.0,0.0,5.0,0.0,1035.0,165.0,1.0,3.0
994,0.0,2.0,1.0,25565.0,39322.0,3.0,2.0,1.0,1975.0,10467.0,0.0,0.0
995,0.0,2.0,1.0,1406.0,137.0,0.0,0.0,6.0,1262.0,74.0,1.0,7.0
996,0.0,2.0,1.0,5736.0,515.0,0.0,0.0,6.0,5364.0,204.0,1.0,11.0
997,0.0,2.0,1.0,2084.0,188.0,0.0,0.0,2.0,2003.0,124.0,0.0,0.0
998,0.0,2.0,1.0,378.0,71.0,0.0,6.0,0.0,308.0,41.0,1.0,5.0
999,0.0,2.0,1.0,2003.0,640.0,0.0,2.0,3.0,1596.0,185.0,0.0,0.0
1000,0.0,2.0,2.0,3548.0,288.0,0.0,0.0,0.0,3353.0,186.0,0.0,0.0
1001,0.0,2.0,2.0,462.0,534.0,3.0,6.0,0.0,180.0,189.0,0.0,0.0
1002,0.0,2.0,2.0,1193.0,121.0,0.0,0.0,6.0,1109.0,61.0,1.0,3.0
1003,0.0,2.0,2.0,525.0,94.0,0.0,6.0,0.0,456.0,60.0,0.0,0.0
1004,0.0,2.0,2.0,6186.0,681.0,0.0,0.0,2.0,5911.0,392.0,0.0,0.0
1005,0.0,2.0,2.0,355.0,365.0,2.0,6.0,0.0,112.0,89.0,1.0,2.0
1006,0.0,2.0,2.0,2685.0,2160.0,2.0,3.0,0.0,1127.0,520.0,0.0,0.0
1007,0.0,2.0,2.0,1331.0,146.0,0.0,0.0,0.0,1168.0,89.0,1.0,7.0
1008,0.0,2.0,2.0,2134.0,246.0,0.0,0.0,3.0,2007.0,99.0,1.0,3.0
1009,0.0,2.0,2.0,2246.0,191.0,0.0,0.0,4.0,2145.0,123.0,0.0,0.0
1010,0.0,2.0,2.0,2716.0,2201.0,1.0,1.0,0.0,1532.0,1007.0,0.0,0.0
1011,0.0,2.0,2.0,177.0,36.0,0.0,6.0,0.0,145.0,19.0,1.0,1.0
1012,0.0,2.0,2.0,1671.0,149.0,0.0,0.0,6.0,1574.0,89.0,0.0,0.0
1013,0.0,2.0,2.0,2020.0,231.0,0.0,3.0,0.0,1911.0,149.0,0.0,0.0
1014,0.0,2.0,2.0,385.0,341.0,1.0,6.0,0.0,239.0,110.0,0.0,0.0
1015,0.0,2.0,2.0,1531.0,137.0,0.0,0.0,6.0,1415.0,62.0,1.0,13.0
1016,0.0,2.0,2.0,1816.0,1722.0,2.0,4.0,0.0,318.0,756.0,2.0,5.0
1017,0.0,2.0,2.0,2152.0,203.0,0.0,4.0,2.0,2049.0,143.0,0.0,0.0
1018,0.0,2.0,2.0,417.0,435.0,2.0,6.0,0.0,208.0,160.0,0.0,0.0
1019,0.0,2.0,2.0,188.0,171.0,1.0,6.0,0.0,80.0,47.0,1.0,2.0
1020,0.0,2.0,2.0,351.0,79.0,0.0,6.0,0.0,292.0,23.0,1.0,12.0
1021,0.0,2.0,2.0,1692.0,1554.0,1.0,2.0,0.0,612.0,299.0,1.0,3.0
1022,0.0,2.0,2.0,497.0,677.0,4.0,6.0,0.0,148.0,205.0,0.0,0.0
1023,0.0,2.0,2.0,9402.0,1517.0,0.0,3.0,3.0,9196.0,368.0,0.0,0.0
1024,0.0,2.0,2.0,2232.0,271.0,0.0,0.0,6.0,2025.0,109.0,2.0,6.0
1025,0.0,2.0,2.0,1899.0,224.0,0.0,0.0,2.0,1710.0,84.0,2.0,6.0
1026,0.0,2.0,2.0,1915.0,269.0,0.0,3.0,3.0,1725.0,116.0,1.0,4.0
1027,0.0,2.0,2.0,5777.0,751.0,0.0,0.0,3.0,5534.0,352.0,0.0,0.0
1028,0.0,2.0,2.0,1317.0,129.0,0.0,0.0,0.0,1193.0,82.0,0.0,0.0
1029,0.0,2.0,2.0,475.0,503.0,3.0,6.0,0.0,85.0,130.0,1.0,2.0
1030,0.0,2.0,2.0,1911.0,1350.0,1.0,5.0,0.0,1000.0,330.0,0.0,0.0
1031,0.0,2.0,2.0,60.0,1.0,0.0,6.0,0.0,60.0,1.0,1.0,27.0
1032,0.0,2.0,2.0,9019.0,986.0,0.0,0.0,0.0,8175.0,476.0,1.0,4.0
1033,0.0,2.0,2.0,14722.0,2600.0,0.0,0.0,6.0,13817.0,848.0,1.0,5.0
1034,0.0,2.0,2.0,1101.0,138.0,0.0,0.0,0.0,961.0,70.0,1.0,3.0
1035,0.0,2.0,2.0,9113.0,3438.0,1.0,2.0,0.0,8520.0,524.0,0.0,0.0
1036,0.0,2.0,2.0,13694.0,1744.0,0.0,0.0,6.0,12990.0,630.0,0.0,0.0
1037,0.0,2.0,2.0,1412.0,174.0,0.0,0.0,0.0,1233.0,67.0,2.0,6.0
1038,0.0,2.0,2.0,2035.0,240.0,0.0,0.0,3.0,1862.0,80.0,1.0,11.0
1039,0.0,2.0,2.0,1508.0,152.0,0.0,0.0,0.0,1350.0,67.0,1.0,12.0
1040,0.0,2.0,2.0,7569.0,902.0,0.0,0.0,4.0,7349.0,400.0,0.0,0.0
